tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc
BEL__SAMEA117989221	BEL::SAMEA117989221	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2015-05-04	2015-05-04	day	2015	5	PRJEB88325	others	pending_new_phylogeny	SAMEA117989221	SAMEA117989221		ERR14837617	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837617/ERR14837617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837617/ERR14837617_2.fastq.gz	370217695;400984887	PAIRED	4117614	1033521114	PRJEB88325	SAMEA117989221	2015-05-04	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837617/ERR14837617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837617/ERR14837617_2.fastq.gz	370217695;400984887	771202582	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.811832		True
BEL__SAMEA117989226	BEL::SAMEA117989226	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2015-12-21	2015-12-21	day	2015	12	PRJEB88325	MS-MT28	pending_new_phylogeny	SAMEA117989226	SAMEA117989226		ERR14837622	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/022/ERR14837622/ERR14837622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/022/ERR14837622/ERR14837622_2.fastq.gz	310564906;356142224	PAIRED	3534048	887046048	PRJEB88325	SAMEA117989226	2015-12-21	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/022/ERR14837622/ERR14837622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/022/ERR14837622/ERR14837622_2.fastq.gz	310564906;356142224	666707130	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.781931		True
BEL__SAMEA117989252	BEL::SAMEA117989252	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2017-04-18	2017-04-18	day	2017	4	PRJEB88325		pending_new_phylogeny	SAMEA117989252	SAMEA117989252		ERR14837648	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/048/ERR14837648/ERR14837648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/048/ERR14837648/ERR14837648_2.fastq.gz	69066027;74303124	PAIRED	738446	185349946	PRJEB88325	SAMEA117989252	2017-04-18	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/048/ERR14837648/ERR14837648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/048/ERR14837648/ERR14837648_2.fastq.gz	69066027;74303124	143369151	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.745702		True
BEL__SAMEA117989259	BEL::SAMEA117989259	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2017-05-05	2017-05-05	day	2017	5	PRJEB88325	MS-MT28	pending_new_phylogeny	SAMEA117989259	SAMEA117989259		ERR14837655	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/055/ERR14837655/ERR14837655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/055/ERR14837655/ERR14837655_2.fastq.gz	314521129;338893235	PAIRED	3459640	868369640	PRJEB88325	SAMEA117989259	2017-05-05	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/055/ERR14837655/ERR14837655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/055/ERR14837655/ERR14837655_2.fastq.gz	314521129;338893235	653414364	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.811067		True
BEL__SAMEA117989272	BEL::SAMEA117989272	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2017-06-16	2017-06-16	day	2017	6	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989272	SAMEA117989272		ERR14837668	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3873859	67.78021605845747	0.0	329	23051			True
BEL__SAMEA117989286	BEL::SAMEA117989286	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2017-07-25	2017-07-25	day	2017	7	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989286	SAMEA117989286		ERR14837682	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3873582	67.77698264810194	0.0	338	23051			True
BEL__SAMEA117989308	BEL::SAMEA117989308	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2017-09-06	2017-09-06	day	2017	9	PRJEB88325	MS-MT28	pending_new_phylogeny	SAMEA117989308	SAMEA117989308		ERR14837704	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3875650	67.78014010553069	0.0	339	23051			True
BEL__SAMEA117989309	BEL::SAMEA117989309	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2017-09-06	2017-09-06	day	2017	9	PRJEB88325		pending_new_phylogeny	SAMEA117989309	SAMEA117989309		ERR14837705	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3878404	67.76893278781685	0.0	361	21239			True
BEL__SAMEA117989353	BEL::SAMEA117989353	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2018-03-26	2018-03-26	day	2018	3	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989353	SAMEA117989353		ERR14837749	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/049/ERR14837749/ERR14837749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/049/ERR14837749/ERR14837749_2.fastq.gz	216195473;237832202	PAIRED	2492076	625511076	PRJEB88325	SAMEA117989353	2018-03-26	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/049/ERR14837749/ERR14837749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/049/ERR14837749/ERR14837749_2.fastq.gz	216195473;237832202	454027675	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.881864		True
BEL__SAMEA117989425	BEL::SAMEA117989425	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2018-10-09	2018-10-09	day	2018	10	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989425	SAMEA117989425		ERR14837821	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3871923	67.78750507176925	0.0	342	23245			True
BEL__SAMEA117989434	BEL::SAMEA117989434	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2018-12-12	2018-12-12	day	2018	12	PRJEB88325	United States Sublineage 1	pending_new_phylogeny	SAMEA117989434	SAMEA117989434		ERR14837830	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/030/ERR14837830/ERR14837830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/030/ERR14837830/ERR14837830_2.fastq.gz	745769303;748203712	PAIRED	13128742	3295314242	PRJEB88325	SAMEA117989434	2018-12-12	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/030/ERR14837830/ERR14837830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/030/ERR14837830/ERR14837830_2.fastq.gz	745769303;748203712	1493973015	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.91287		True
BEL__SAMEA117989436	BEL::SAMEA117989436	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2019-01-15	2019-01-15	day	2019	1	PRJEB88325		pending_new_phylogeny	SAMEA117989436	SAMEA117989436		ERR14837832	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/032/ERR14837832/ERR14837832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/032/ERR14837832/ERR14837832_2.fastq.gz	87433632;87878576	PAIRED	1583920	397563920	PRJEB88325	SAMEA117989436	2019-01-15	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/032/ERR14837832/ERR14837832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/032/ERR14837832/ERR14837832_2.fastq.gz	87433632;87878576	175312208	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.916269		True
BEL__SAMEA117989467	BEL::SAMEA117989467	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2019-04-24	2019-04-24	day	2019	4	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989467	SAMEA117989467		ERR14837863	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3880393	67.80400851150901	0.0	359	23051			True
BEL__SAMEA117989479	BEL::SAMEA117989479	focal	historical_stratified_anchor_cap3_cell_cap90_country		BEL	Belgium	Europe	2019-07-24	2019-07-24	day	2019	7	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989479	SAMEA117989479		ERR14837875	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837875/ERR14837875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837875/ERR14837875_2.fastq.gz	314453888;334098407	PAIRED	5625116	1411904116	PRJEB88325	SAMEA117989479	2019-07-24	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837875/ERR14837875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/075/ERR14837875/ERR14837875_2.fastq.gz	314453888;334098407	648552295	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.847234		True
BEL__SAMEA117989511	BEL::SAMEA117989511	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-01-13	2020-01-13	day	2020	1	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989511	SAMEA117989511		ERR14837907	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/007/ERR14837907/ERR14837907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/007/ERR14837907/ERR14837907_2.fastq.gz	1154255374;1179817985	PAIRED	17150768	4304842768	PRJEB88325	SAMEA117989511	2020-01-13	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/007/ERR14837907/ERR14837907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/007/ERR14837907/ERR14837907_2.fastq.gz	1154255374;1179817985	2334073359	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.718811		True
BEL__SAMEA117989512	BEL::SAMEA117989512	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-01-15	2020-01-15	day	2020	1	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989512	SAMEA117989512		ERR14837908	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/008/ERR14837908/ERR14837908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/008/ERR14837908/ERR14837908_2.fastq.gz	1049122502;1073987654	PAIRED	15603716	3916532716	PRJEB88325	SAMEA117989512	2020-01-15	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/008/ERR14837908/ERR14837908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/008/ERR14837908/ERR14837908_2.fastq.gz	1049122502;1073987654	2123110156	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.729449		True
BEL__SAMEA117989513	BEL::SAMEA117989513	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-01-24	2020-01-24	day	2020	1	PRJEB88325	MS-MT28	pending_new_phylogeny	SAMEA117989513	SAMEA117989513		ERR14837909	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/009/ERR14837909/ERR14837909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/009/ERR14837909/ERR14837909_2.fastq.gz	1077733386;1098943892	PAIRED	16002314	4016580814	PRJEB88325	SAMEA117989513	2020-01-24	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/009/ERR14837909/ERR14837909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/009/ERR14837909/ERR14837909_2.fastq.gz	1077733386;1098943892	2176677278	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.726327		True
BEL__SAMEA117989514	BEL::SAMEA117989514	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-02-21	2020-02-21	day	2020	2	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989514	SAMEA117989514		ERR14837910	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/010/ERR14837910/ERR14837910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/010/ERR14837910/ERR14837910_2.fastq.gz	1061594555;1086284937	PAIRED	15763088	3956535088	PRJEB88325	SAMEA117989514	2020-02-21	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/010/ERR14837910/ERR14837910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/010/ERR14837910/ERR14837910_2.fastq.gz	1061594555;1086284937	2147879492	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.726103		True
BEL__SAMEA117989515	BEL::SAMEA117989515	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-03-05	2020-03-05	day	2020	3	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989515	SAMEA117989515		ERR14837911	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/011/ERR14837911/ERR14837911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/011/ERR14837911/ERR14837911_2.fastq.gz	920120705;939845685	PAIRED	13648538	3425783038	PRJEB88325	SAMEA117989515	2020-03-05	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/011/ERR14837911/ERR14837911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/011/ERR14837911/ERR14837911_2.fastq.gz	920120705;939845685	1859966390	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.738253		True
BEL__SAMEA117989516	BEL::SAMEA117989516	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-03-13	2020-03-13	day	2020	3	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989516	SAMEA117989516		ERR14837912	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/012/ERR14837912/ERR14837912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/012/ERR14837912/ERR14837912_2.fastq.gz	1356208152;1384030781	PAIRED	20218320	5074798320	PRJEB88325	SAMEA117989516	2020-03-13	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/012/ERR14837912/ERR14837912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/012/ERR14837912/ERR14837912_2.fastq.gz	1356208152;1384030781	2740238933	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.710518		True
BEL__SAMEA117989517	BEL::SAMEA117989517	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-03-16	2020-03-16	day	2020	3	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989517	SAMEA117989517		ERR14837913	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/013/ERR14837913/ERR14837913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/013/ERR14837913/ERR14837913_2.fastq.gz	810064593;832628490	PAIRED	11851938	2974836438	PRJEB88325	SAMEA117989517	2020-03-16	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/013/ERR14837913/ERR14837913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/013/ERR14837913/ERR14837913_2.fastq.gz	810064593;832628490	1642693083	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.739346		True
BEL__SAMEA117989518	BEL::SAMEA117989518	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-03-16	2020-03-16	day	2020	3	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989518	SAMEA117989518		ERR14837914	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/014/ERR14837914/ERR14837914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/014/ERR14837914/ERR14837914_2.fastq.gz	1290943525;1315999945	PAIRED	19363230	4860170730	PRJEB88325	SAMEA117989518	2020-03-16	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/014/ERR14837914/ERR14837914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/014/ERR14837914/ERR14837914_2.fastq.gz	1290943525;1315999945	2606943470	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.718028		True
BEL__SAMEA117989519	BEL::SAMEA117989519	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-03-23	2020-03-23	day	2020	3	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989519	SAMEA117989519		ERR14837915	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/015/ERR14837915/ERR14837915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/015/ERR14837915/ERR14837915_2.fastq.gz	1199725865;1223869624	PAIRED	17990162	4515530662	PRJEB88325	SAMEA117989519	2020-03-23	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/015/ERR14837915/ERR14837915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/015/ERR14837915/ERR14837915_2.fastq.gz	1199725865;1223869624	2423595489	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.721699		True
BEL__SAMEA117989520	BEL::SAMEA117989520	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-03-23	2020-03-23	day	2020	3	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989520	SAMEA117989520		ERR14837916	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/016/ERR14837916/ERR14837916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/016/ERR14837916/ERR14837916_2.fastq.gz	1358211603;1389809086	PAIRED	20211074	5072979574	PRJEB88325	SAMEA117989520	2020-03-23	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/016/ERR14837916/ERR14837916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/016/ERR14837916/ERR14837916_2.fastq.gz	1358211603;1389809086	2748020689	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.704367		True
BEL__SAMEA117989521	BEL::SAMEA117989521	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-04-07	2020-04-07	day	2020	4	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989521	SAMEA117989521		ERR14837917	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837917/ERR14837917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837917/ERR14837917_2.fastq.gz	887174317;907383763	PAIRED	13183160	3308973160	PRJEB88325	SAMEA117989521	2020-04-07	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837917/ERR14837917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/017/ERR14837917/ERR14837917_2.fastq.gz	887174317;907383763	1794558080	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.742658		True
BEL__SAMEA117989522	BEL::SAMEA117989522	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-04-09	2020-04-09	day	2020	4	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989522	SAMEA117989522		ERR14837918	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3894135	67.83054516599964	0.0	483	20943			True
BEL__SAMEA117989523	BEL::SAMEA117989523	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-04-24	2020-04-24	day	2020	4	PRJEB88325	ptxP3/fim3-1	pending_new_phylogeny	SAMEA117989523	SAMEA117989523		ERR14837919	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/019/ERR14837919/ERR14837919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/019/ERR14837919/ERR14837919_2.fastq.gz	895377873;914255635	PAIRED	13390736	3361074736	PRJEB88325	SAMEA117989523	2020-04-24	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/019/ERR14837919/ERR14837919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/019/ERR14837919/ERR14837919_2.fastq.gz	895377873;914255635	1809633508	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.745594		True
BEL__SAMEA117989524	BEL::SAMEA117989524	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2020-05-20	2020-05-20	day	2020	5	PRJEB88325	ptxP3/fim3-2	pending_new_phylogeny	SAMEA117989524	SAMEA117989524		ERR14837920	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/020/ERR14837920/ERR14837920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/020/ERR14837920/ERR14837920_2.fastq.gz	1055403118;1077340932	PAIRED	15699986	3940696486	PRJEB88325	SAMEA117989524	2020-05-20	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/020/ERR14837920/ERR14837920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/020/ERR14837920/ERR14837920_2.fastq.gz	1055403118;1077340932	2132744050	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.73205		True
BEL__SAMEA117989525	BEL::SAMEA117989525	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2022-08-01	2022-08-01	day	2022	8	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989525	SAMEA117989525		ERR14837921	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/021/ERR14837921/ERR14837921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/021/ERR14837921/ERR14837921_2.fastq.gz	366692026;380348593	PAIRED	6000000	1506000000	PRJEB88325	SAMEA117989525	2022-08-01	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/021/ERR14837921/ERR14837921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/021/ERR14837921/ERR14837921_2.fastq.gz	366692026;380348593	747040619	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.852382		True
BEL__SAMEA117989526	BEL::SAMEA117989526	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2022-11-14	2022-11-14	day	2022	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989526	SAMEA117989526		ERR14837922	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3868042	67.80513241583209	0.0	354	22500			True
BEL__SAMEA117989527	BEL::SAMEA117989527	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2022-11-25	2022-11-25	day	2022	11	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989527	SAMEA117989527		ERR14837923	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/023/ERR14837923/ERR14837923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/023/ERR14837923/ERR14837923_2.fastq.gz	392008392;419454942	PAIRED	10707300	1616802300	PRJEB88325	SAMEA117989527	2022-11-25	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/023/ERR14837923/ERR14837923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/023/ERR14837923/ERR14837923_2.fastq.gz	392008392;419454942	811463334	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.889709		True
BEL__SAMEA117989528	BEL::SAMEA117989528	focal	modern_country_time_project_lineage_cap8		BEL	Belgium	Europe	2023-01-23	2023-01-23	day	2023	1	PRJEB88325	Europe sublineage 2	pending_new_phylogeny	SAMEA117989528	SAMEA117989528		ERR14837924	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/024/ERR14837924/ERR14837924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/024/ERR14837924/ERR14837924_2.fastq.gz	867642819;942855159	PAIRED	23365104	3528130704	PRJEB88325	SAMEA117989528	2023-01-23	Belgium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/024/ERR14837924/ERR14837924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR148/024/ERR14837924/ERR14837924_2.fastq.gz	867642819;942855159	1810497978	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.858264		True
