tree_sample_id	level 1	level 2	tree_role	country_iso3	date_lower	date_upper	date_resolution	year	month	epidemic_period	project_id	preliminary_lineage_id	model_lineage_id	model_sublineage_id	lineage_definition_method	lineage_definition_seed	lineage_definition_n_pops
CHN__SAMN50151972	1	4	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151973	2	6	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151974	1	4	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151975	1	4	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151976	1	4	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151977	2	7	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151978	1	3	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151979	1	3	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151980	1	3	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151981	1	3	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151982	1	3	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151983	1	3	focal	CHN	2019-01-01	2019-12-31	year	2019		prepandemic	PRJNA1295129		L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN41373926	2	6	focal	CHN	2020-01-01	2020-12-31	year	2020		pandemic	PRJNA1110622	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156013	2	7	focal	CHN	2020-01-01	2020-12-31	year	2020		pandemic	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN32034026	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA908268		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN32034035	2	6	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA908268		L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN39683296	2	6	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1071282	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN39683299	2	6	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1071282	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391088	1	3	focal	CHN	2021-07-28	2021-07-28	day	2021	7	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391089	1	3	focal	CHN	2021-11-13	2021-11-13	day	2021	11	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391090	1	3	focal	CHN	2021-11-21	2021-11-21	day	2021	11	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391091	1	3	focal	CHN	2021-11-22	2021-11-22	day	2021	11	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391092	1	4	focal	CHN	2021-11-27	2021-11-27	day	2021	11	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391093	1	3	focal	CHN	2021-12-08	2021-12-08	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391095	1	3	focal	CHN	2021-12-20	2021-12-20	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391096	1	3	focal	CHN	2021-12-20	2021-12-20	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391098	1	3	focal	CHN	2021-12-30	2021-12-30	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391099	1	3	focal	CHN	2021-12-30	2021-12-30	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391105	1	3	focal	CHN	2021-08-22	2021-08-22	day	2021	8	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391107	1	3	focal	CHN	2021-08-26	2021-08-26	day	2021	8	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391108	1	3	focal	CHN	2021-09-13	2021-09-13	day	2021	9	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391109	2	6	focal	CHN	2021-10-03	2021-10-03	day	2021	10	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391110	1	4	focal	CHN	2021-10-26	2021-10-26	day	2021	10	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391111	1	3	focal	CHN	2021-10-23	2021-10-23	day	2021	10	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391112	1	3	focal	CHN	2021-12-09	2021-12-09	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391113	1	3	focal	CHN	2021-12-14	2021-12-14	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391114	1	3	focal	CHN	2021-12-10	2021-12-10	day	2021	12	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391115	2	7	focal	CHN	2021-12-10	2021-12-10	day	2021	12	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151990	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151991	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151995	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50151998	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152004	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152005	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152007	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152013	2	7	focal	CHN	2021-01-01	2021-12-31	year	2021		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN32034055	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA908268		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN32034068	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA908268		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN33268551	2	7	focal	CHN	2022-08-01	2022-08-31	month	2022	8	pandemic	PRJNA934177	ptxP3	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN39683369	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1071282	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN39683412	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1071282	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391094	1	3	focal	CHN	2022-08-09	2022-08-09	day	2022	8	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391100	1	3	focal	CHN	2022-02-10	2022-02-10	day	2022	2	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391101	1	3	focal	CHN	2022-02-24	2022-02-24	day	2022	2	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391102	1	3	focal	CHN	2022-03-15	2022-03-15	day	2022	3	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391103	2	7	focal	CHN	2022-03-15	2022-03-15	day	2022	3	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391104	2	7	focal	CHN	2022-03-16	2022-03-16	day	2022	3	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391106	1	3	focal	CHN	2022-03-21	2022-03-21	day	2022	3	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391116	2	7	focal	CHN	2022-02-24	2022-02-24	day	2022	2	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391117	1	3	focal	CHN	2022-03-06	2022-03-06	day	2022	3	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391118	2	7	focal	CHN	2022-03-24	2022-03-24	day	2022	3	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391119	2	7	focal	CHN	2022-03-25	2022-03-25	day	2022	3	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391120	1	3	focal	CHN	2022-03-27	2022-03-27	day	2022	3	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391121	2	7	focal	CHN	2022-03-29	2022-03-29	day	2022	3	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391122	2	7	focal	CHN	2022-04-21	2022-04-21	day	2022	4	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391123	1	3	focal	CHN	2022-04-21	2022-04-21	day	2022	4	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391124	2	7	focal	CHN	2022-05-01	2022-05-01	day	2022	5	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391125	1	3	focal	CHN	2022-05-06	2022-05-06	day	2022	5	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391126	2	7	focal	CHN	2022-05-08	2022-05-08	day	2022	5	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391127	1	3	focal	CHN	2022-05-21	2022-05-21	day	2022	5	pandemic	PRJNA1133929	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391128	2	7	focal	CHN	2022-05-25	2022-05-25	day	2022	5	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391129	2	7	focal	CHN	2022-05-28	2022-05-28	day	2022	5	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391130	2	7	focal	CHN	2022-06-11	2022-06-11	day	2022	6	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391131	2	7	focal	CHN	2022-06-14	2022-06-14	day	2022	6	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391132	2	7	focal	CHN	2022-08-07	2022-08-07	day	2022	8	pandemic	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156014	1	4	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776		L1_01	L1_01.04	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156015	2	6	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156016	2	6	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776		L1_02	L1_02.06	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156019	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156020	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156021	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN45156022	1	3	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1193776	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152020	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152021	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152026	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152028	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152031	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152036	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152040	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN50152043	2	7	focal	CHN	2022-01-01	2022-12-31	year	2022		pandemic	PRJNA1295129		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN39683154	1	3	focal	CHN	2023-01-01	2023-12-31	year	2023		resurgence	PRJNA1071282	ptxP1/fim3-1	L1_01	L1_01.03	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN39683447	2	7	focal	CHN	2023-01-01	2023-12-31	year	2023		resurgence	PRJNA1071282	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391133	2	7	focal	CHN	2023-05-17	2023-05-17	day	2023	5	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391134	2	7	focal	CHN	2023-06-26	2023-06-26	day	2023	6	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391135	2	7	focal	CHN	2023-08-10	2023-08-10	day	2023	8	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391136	2	7	focal	CHN	2023-08-17	2023-08-17	day	2023	8	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391137	2	7	focal	CHN	2023-08-27	2023-08-27	day	2023	8	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391138	2	7	focal	CHN	2023-08-30	2023-08-30	day	2023	8	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391139	2	7	focal	CHN	2023-09-12	2023-09-12	day	2023	9	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391140	2	7	focal	CHN	2023-10-15	2023-10-15	day	2023	10	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391141	2	7	focal	CHN	2023-10-20	2023-10-20	day	2023	10	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391142	2	7	focal	CHN	2023-10-28	2023-10-28	day	2023	10	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391143	2	7	focal	CHN	2023-10-30	2023-10-30	day	2023	10	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391144	2	7	focal	CHN	2023-11-10	2023-11-10	day	2023	11	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391145	2	7	focal	CHN	2023-11-08	2023-11-08	day	2023	11	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391146	2	7	focal	CHN	2023-11-13	2023-11-13	day	2023	11	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391147	2	7	focal	CHN	2023-11-14	2023-11-14	day	2023	11	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391148	2	7	focal	CHN	2023-11-22	2023-11-22	day	2023	11	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391149	2	7	focal	CHN	2023-12-19	2023-12-19	day	2023	12	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN42391150	2	7	focal	CHN	2023-12-29	2023-12-29	day	2023	12	resurgence	PRJNA1133929	ptxP3/fim3-1	L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583814	2	7	focal	CHN	2023-02-04	2023-02-04	day	2023	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583815	2	7	focal	CHN	2023-02-07	2023-02-07	day	2023	2	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
CHN__SAMN44583816	2	7	focal	CHN	2023-03-27	2023-03-27	day	2023	3	resurgence	PRJNA1182239		L1_02	L1_02.07	hierBAPS_v1.1.4_parsimony_informative_core_SNPs_pre_effect_freeze	20260731	15
